"name","description","url","archived","disabled","sonarFile.organization","sonarFile.projectKey","sonarFile.projectName"
"terraform-aws-s3","Terraform module to create default S3 bucket with logging and encryption type specific features.","https://github.com/grupoboticario/terraform-aws-s3",true,false,"not found",,
"action-register-change","Action to be used during the continuous deploy or delivery to register a change on our ITSM tools","https://github.com/grupoboticario/action-register-change",true,false,"gboticario","9fd91033-6843-4292-8269-8d864ee61d56","GHE_ActionRegisterChange"
"action-register-change-dummyapp","Repository to test the action to create change requests to service now","https://github.com/grupoboticario/action-register-change-dummyapp",false,false,"not found",,
"terraform-aws-api-gateway-stage",,"https://github.com/grupoboticario/terraform-aws-api-gateway-stage",false,false,"not found",,
"apprevendedorabot_mobile_hybrid","Aplicativo Mobile Revendedora O Boticario para Android e IOS","https://github.com/grupoboticario/apprevendedorabot_mobile_hybrid",true,false,"not found",,
"news-fragments","An easy way to create your changelog file","https://github.com/grupoboticario/news-fragments",false,false,"gboticario","54b291df-ce9e-4a5f-b1dd-36cb380195ec","news-fragments"
"bb8","Chatbot for slack","https://github.com/grupoboticario/bb8",true,false,"not found",,
"terraform-aws-development-account-whatsapp",,"https://github.com/grupoboticario/terraform-aws-development-account-whatsapp",false,false,"not found",,
"terraform-aws-homologation-account-whatsapp",,"https://github.com/grupoboticario/terraform-aws-homologation-account-whatsapp",false,false,"not found",,
"terraform-aws-production-account-whatsapp",,"https://github.com/grupoboticario/terraform-aws-production-account-whatsapp",false,false,"not found",,
"terraform-aws-catalogodigital-resources",,"https://github.com/grupoboticario/terraform-aws-catalogodigital-resources",false,false,"not found",,
"terraform-aws-bigdata-development-account-infracore",,"https://github.com/grupoboticario/terraform-aws-bigdata-development-account-infracore",false,false,"not found",,
"terraform-aws-extranet-resources",,"https://github.com/grupoboticario/terraform-aws-extranet-resources",false,false,"not found",,
"terraform-aws-elb",,"https://github.com/grupoboticario/terraform-aws-elb",true,false,"not found",,
"aws_lambda_monitor",,"https://github.com/grupoboticario/aws_lambda_monitor",true,false,"not found",,
"apprevendedorabot_server_api","APP Revendedora O Boticario - Backend","https://github.com/grupoboticario/apprevendedorabot_server_api",false,false,"not found",,
"apprevendedorabot_site_admin","APP Revendedora O Boticario - Backend Site Administrativo","https://github.com/grupoboticario/apprevendedorabot_site_admin",true,false,"not found",,
"portalrevendedorabot_site","Portal Revendedora O Boticario - Frontend","https://github.com/grupoboticario/portalrevendedorabot_site",false,false,"not found",,
"portalrevendedorabot_server_api","Portal Revendedora O Boticario - Backend","https://github.com/grupoboticario/portalrevendedorabot_server_api",false,false,"not found",,
"portalrevendedorabot_site_admin","Portal Revendedora O Boticario - Backend Site Administrativo","https://github.com/grupoboticario/portalrevendedorabot_site_admin",true,false,"not found",,
"ansible-openvpn",,"https://github.com/grupoboticario/ansible-openvpn",true,false,"not found",,
"terraform-aws-superapp-resources","repositório da infraestrutura AWS do superapp (minha revenda digital)","https://github.com/grupoboticario/terraform-aws-superapp-resources",true,false,"not found",,
"supervisorabot_server_api","Solução Digital Supervisora - Backend do APP Supervisora para oBoticário","https://github.com/grupoboticario/supervisorabot_server_api",false,false,"not found",,
"supervisora_whitelabel_site","Solução Digital Supervisora - Versão Web do App Supervisora de O Boticario e Eudora","https://github.com/grupoboticario/supervisora_whitelabel_site",false,false,"not found",,
"supervisora_whitelabel_app_hybrid","Solução Digital Supervisora - Aplicativo Hibrido para as Supervisoras Boticario e Eudora","https://github.com/grupoboticario/supervisora_whitelabel_app_hybrid",false,false,"not found",,
"supervisorabot_site_admin_docs","Solução Digital Supervisora - Site de Admin de Documentos para as Supervisoras de O Boticario","https://github.com/grupoboticario/supervisorabot_site_admin_docs",false,false,"not found",,
"supervisora_digital_common_lib","Solução Digital Supervisora - Repositório comum para compartilhamento entre os projetos","https://github.com/grupoboticario/supervisora_digital_common_lib",false,false,"not found",,
"tienda_del_chavo_api","Api para centralização dos dados cadastrais (Catálogo/Minha Loja) da revendedora","https://github.com/grupoboticario/tienda_del_chavo_api",false,false,"gboticario","minha-loja-digital-vd-api","GHE_MinhaLojaOnline_VD_API"
"tela_atendimento_fvcbot_server_api","Solução Digital Supervisora - Backend do site da tela de atendimento para as supervisoras de O Boticário","https://github.com/grupoboticario/tela_atendimento_fvcbot_server_api",false,false,"not found",,
"supervisoraeud_server_api","Solução Digital Supervisora - Backend do APP Supervisora para Eudora","https://github.com/grupoboticario/supervisoraeud_server_api",true,false,"not found",,
"terraform-aws-tienda-del-chavo-resources",,"https://github.com/grupoboticario/terraform-aws-tienda-del-chavo-resources",false,false,"not found",,
"terraform-aws-plataformaagendamento-resources",,"https://github.com/grupoboticario/terraform-aws-plataformaagendamento-resources",true,false,"not found",,
"omnichat_api",,"https://github.com/grupoboticario/omnichat_api",false,false,"not found",,
"abstracao_carrinho_gera","Abstração das chamadas de APIs para criação de pedidos no Gera.","https://github.com/grupoboticario/abstracao_carrinho_gera",false,false,"not found",,
"supervisora_whitelabel_forest_admin","Solução Digital Supervisora - Imagem docker customizada do Forest Admin","https://github.com/grupoboticario/supervisora_whitelabel_forest_admin",true,false,"not found",,
"tela_atendimento_fvc_whitelabel_site","Solução Digital Supervisora - Site da tela de atendimento para as supervisoras de O Boticário","https://github.com/grupoboticario/tela_atendimento_fvc_whitelabel_site",false,false,"gboticario","9597e3fc-28d2-4e72-82ab-4ced2b8c9c58","GHE_tela_atendimento_fvc_whitelabel_site"
"plataforma_franqueado_site","Plataforma de Gestão do Franqueado - Interface Web que o Franqueado terá acesso a dashboards e configurações.","https://github.com/grupoboticario/plataforma_franqueado_site",true,false,"not found",,
"kubernetes-manifests","Repositório com os manifestos (YAMLs) padrões do Kubernetes para realização dos deploys","https://github.com/grupoboticario/kubernetes-manifests",false,false,"not found",,
"ecomm_quem_disse_berenice_io_pt",,"https://github.com/grupoboticario/ecomm_quem_disse_berenice_io_pt",true,false,"not found",,
"ecomm_boticario_io_portugal",,"https://github.com/grupoboticario/ecomm_boticario_io_portugal",true,false,"not found",,
"ecomm_boticario_io_colombia",,"https://github.com/grupoboticario/ecomm_boticario_io_colombia",true,false,"not found",,
"ecomm_boticario_io_global","Boticário Global","https://github.com/grupoboticario/ecomm_boticario_io_global",true,false,"not found",,
"ecomm_quem_disse_berenice_pt_checkout",,"https://github.com/grupoboticario/ecomm_quem_disse_berenice_pt_checkout",true,false,"not found",,
"ecomm_boticario_pt_checkout",,"https://github.com/grupoboticario/ecomm_boticario_pt_checkout",true,false,"not found",,
"ecomm_boticario_colombia_checkout","Boticário Colômbia - Checkout","https://github.com/grupoboticario/ecomm_boticario_colombia_checkout",true,false,"not found",,
"ecomm_boticario_global_checkout",,"https://github.com/grupoboticario/ecomm_boticario_global_checkout",true,false,"not found",,
"chatbot_bot_api_presentes",,"https://github.com/grupoboticario/chatbot_bot_api_presentes",false,false,"not found",,
"chatbot_bot_dashboard_frontend",,"https://github.com/grupoboticario/chatbot_bot_dashboard_frontend",false,false,"not found",,
"chatbot_bot_chat_frontend",,"https://github.com/grupoboticario/chatbot_bot_chat_frontend",true,false,"not found",,
"chatbot_bot_dashboard_backend",,"https://github.com/grupoboticario/chatbot_bot_dashboard_backend",true,false,"not found",,
"chatbot_bot_chat_backend",,"https://github.com/grupoboticario/chatbot_bot_chat_backend",true,false,"not found",,
"chatbot_bot_atualiza_produtos_recomendador",,"https://github.com/grupoboticario/chatbot_bot_atualiza_produtos_recomendador",false,false,"not found",,
"iac-scripts","Repositório com os scripts genéricos de IaC (Infrastructure as Code)","https://github.com/grupoboticario/iac-scripts",false,false,"not found",,
"terraform-aws-solucaodigitalsupervisora-resources","Solução Supervisora Digital - Repositório responsável por criar a infraestrutura","https://github.com/grupoboticario/terraform-aws-solucaodigitalsupervisora-resources",false,false,"not found",,
"margaret_api","Worker para importação de preços e produtos por ciclo","https://github.com/grupoboticario/margaret_api",false,false,"gboticario","7f65e719-e62e-4f8c-b4e4-cc94e5204f15","GHE_Margaret_API"
"catalogodigital_uploadfile","Repositório responsável por subir os CSVs para o backend do catalogo","https://github.com/grupoboticario/catalogodigital_uploadfile",true,false,"not found",,
"botiexpert_server_api","Consultora Digital para as unidades do Grupo - White Label - Backend","https://github.com/grupoboticario/botiexpert_server_api",false,false,"not found",,
"botiexpert_app_hybrid","Consultora Digital para as unidades do Grupo - White Label - App Mobile Hibrido/MultiPlataforma","https://github.com/grupoboticario/botiexpert_app_hybrid",true,false,"not found",,
"botiexpert_site_admin","Consultora Digital para as unidades do Grupo - White Label - Site web administrativo","https://github.com/grupoboticario/botiexpert_site_admin",false,false,"not found",,
"ecomm_boticario_io_usa","Boticário USA - VTEXIO","https://github.com/grupoboticario/ecomm_boticario_io_usa",true,false,"not found",,
"pipeline-templates","Repositório com os templates (YAMLs) padrões para realização dos deploys","https://github.com/grupoboticario/pipeline-templates",false,false,"not found",,
"infracorp-api",,"https://github.com/grupoboticario/infracorp-api",true,false,"not found",,
"ecomm_qdb_pt_graphql","QDB PT - GraphQL","https://github.com/grupoboticario/ecomm_qdb_pt_graphql",true,false,"not found",,
"ecomm_bot_usa_graphql","Boticário USA - GraphQL","https://github.com/grupoboticario/ecomm_bot_usa_graphql",true,false,"not found",,
"supervisora_whitelabel_metabase","Solução Digital Supervisora - Metabase ferramenta de auxilio para analytics","https://github.com/grupoboticario/supervisora_whitelabel_metabase",false,false,"not found",,
"megazord_mobile","Projeto Multimarca para  Representante Eudora e Representante O Boticário","https://github.com/grupoboticario/megazord_mobile",false,false,"not found",,
"template-base","[Nome que as pessoas de modo geral possam saber o que é] Com explicação sobre o que é esse repo","https://github.com/grupoboticario/template-base",false,false,"not found",,
"tela_atendimento_fvceud_server_api","Solução Digital Supervisora - Backend do site da tela de atendimento para as consultoras de Eudora","https://github.com/grupoboticario/tela_atendimento_fvceud_server_api",true,false,"not found",,
"tela_atendimento_fvc_common_lib",,"https://github.com/grupoboticario/tela_atendimento_fvc_common_lib",false,false,"not found",,
"terraform-aws-elasticsearch","Terraform module to provision an Elasticsearch cluster with built-in integrations with Kibana and Logstash.","https://github.com/grupoboticario/terraform-aws-elasticsearch",false,false,"not found",,
"terraform-aws-elasticache-redis","Terraform module which creates Redis ElastiCache resources on AWS.","https://github.com/grupoboticario/terraform-aws-elasticache-redis",true,false,"not found",,
"vdcards_frontend","[VDCards] Aplicação frontend em react para montar os cards com as imagens do gera para BOT e EUD","https://github.com/grupoboticario/vdcards_frontend",true,false,"not found",,
"pimpmyscore_backend",,"https://github.com/grupoboticario/pimpmyscore_backend",true,false,"not found",,
"template-python-django","Cookiecuter template para a geração de projetos de api em python.","https://github.com/grupoboticario/template-python-django",true,false,"not found",,
"encontre_boti_api","Proxy para o front do barramento para encontrar revendedoras e lojas da boticario","https://github.com/grupoboticario/encontre_boti_api",false,false,"gboticario","e2c807a7-4c94-4b28-a14e-208078c7319f","GHE_EncontreBoti_API"
"encontre_boti_front","Front-end do https://encontre.boticario.com.br ","https://github.com/grupoboticario/encontre_boti_front",false,false,"not found",,
"terraform-aws-images-boticario-resources","AWS resources - cloudfront + s3 - images.boticario.com.br","https://github.com/grupoboticario/terraform-aws-images-boticario-resources",false,false,"not found",,
"minha_revenda_digital_backend","Backend Monolíto da aplicaçao Minha Revenda Digital","https://github.com/grupoboticario/minha_revenda_digital_backend",true,false,"not found",,
"minha_revenda_digital_landingpage",,"https://github.com/grupoboticario/minha_revenda_digital_landingpage",false,false,"not found",,
"gb-authorizer-adfs-microsoft-Identity",,"https://github.com/grupoboticario/gb-authorizer-adfs-microsoft-Identity",false,false,"gboticario","dca356cb-1bed-4342-8aa5-22ecd760d96b","GHE_gb_authorizer_adfs_microsoft_identity"
"apolo","Repositório somente leitura com o código fonte do apolo. Projeto que falhou e foi descontinuado.","https://github.com/grupoboticario/apolo",true,false,"not found",,
"consumidorbot_server_api",,"https://github.com/grupoboticario/consumidorbot_server_api",false,false,"not found",,
"consumidorbot_app_hybrid",,"https://github.com/grupoboticario/consumidorbot_app_hybrid",true,false,"not found",,
"bonner","Biblioteca em Python para facilitar a comunicação com serviços do Grupo Boticário.","https://github.com/grupoboticario/bonner",false,false,"gboticario","b5e5d703-89ce-46ef-824b-c97a38da92ae","GHE_bonner"
"infraestrutura-ecs-sd-adapter",,"https://github.com/grupoboticario/infraestrutura-ecs-sd-adapter",false,false,"not found",,
"apprevendedorabot_mobile_hybrid_codesigning",,"https://github.com/grupoboticario/apprevendedorabot_mobile_hybrid_codesigning",false,false,"not found",,
"terraform-aws-elastic-beanstalk-environment","Terraform module to provision an AWS Elastic Beanstalk Environment","https://github.com/grupoboticario/terraform-aws-elastic-beanstalk-environment",false,false,"not found",,
"terraform-aws-mrdlandingpage-resources","Recursos para a criação da infraestrutura do projeto MRD Landing PAge","https://github.com/grupoboticario/terraform-aws-mrdlandingpage-resources",true,false,"not found",,
"cms-strapi-base","Repositório com o código opensource da plataforma de CMS que será adota para o GB. Esse repositório é baseado em https://strapi.io/","https://github.com/grupoboticario/cms-strapi-base",false,false,"not found",,
"terraform-aws-api-connect-resources",,"https://github.com/grupoboticario/terraform-aws-api-connect-resources",false,false,"not found",,
"terrafrom-aws-cloudfront-api-grupoboticario",,"https://github.com/grupoboticario/terrafrom-aws-cloudfront-api-grupoboticario",true,false,"not found",,
"infraestrutura-scripts-logstash",,"https://github.com/grupoboticario/infraestrutura-scripts-logstash",true,false,"not found",,
"thor_proxy_api","Função lambda para converter o POST de pesquisa de produto para GET. Iniciativa realizada para que a gente pudesse cachear a pesquisa no cloud front.","https://github.com/grupoboticario/thor_proxy_api",true,false,"gboticario",,"GHE_EncontreBoti_API"
"terraform-aws-minha-revenda-digital-resources",,"https://github.com/grupoboticario/terraform-aws-minha-revenda-digital-resources",false,false,"not found",,
"terraform-aws-mooz-development-account-infracore",,"https://github.com/grupoboticario/terraform-aws-mooz-development-account-infracore",false,false,"not found",,
"terraform-aws-apprevendedorabot-resources",,"https://github.com/grupoboticario/terraform-aws-apprevendedorabot-resources",false,false,"not found",,
"capacitor_ibratan","Aplicação que buscará dados da IBRATAN para armazenar no Hana","https://github.com/grupoboticario/capacitor_ibratan",false,false,"not found",,
"encontre_eud_front",,"https://github.com/grupoboticario/encontre_eud_front",true,false,"not found",,
"terraform-aws-start-stop-resources",,"https://github.com/grupoboticario/terraform-aws-start-stop-resources",false,false,"not found",,
"infra-start-stop-ec2",,"https://github.com/grupoboticario/infra-start-stop-ec2",true,false,"not found",,
"infra-start-stop-rds",,"https://github.com/grupoboticario/infra-start-stop-rds",true,false,"not found",,
"infra-start-stop-docudb",,"https://github.com/grupoboticario/infra-start-stop-docudb",true,false,"not found",,
"minha_revenda_digital_gem_conductor",,"https://github.com/grupoboticario/minha_revenda_digital_gem_conductor",true,false,"not found",,
"acao_de_fluxo_api","API Plataforma Ação de Fluxo","https://github.com/grupoboticario/acao_de_fluxo_api",false,false,"not found",,
"acao_de_fluxo_frontend_marketing","Frontend Plataforma Ação de Fluxo","https://github.com/grupoboticario/acao_de_fluxo_frontend_marketing",true,false,"not found",,
"mrd_credenciamento_api",,"https://github.com/grupoboticario/mrd_credenciamento_api",true,false,"not found",,
"terraform-aws-cloudwatch-alarms",,"https://github.com/grupoboticario/terraform-aws-cloudwatch-alarms",false,false,"not found",,
"github-webhook","[Github] Lambda para receber notificações do github e publicar no hub de eventos","https://github.com/grupoboticario/github-webhook",false,false,"gboticario","github-webhook","github-webhook"
"terraform-aws-lgpd-privacidade-resources",,"https://github.com/grupoboticario/terraform-aws-lgpd-privacidade-resources",false,false,"not found",,
"lgpd_portal_privacidade_front",,"https://github.com/grupoboticario/lgpd_portal_privacidade_front",true,false,"not found",,
"vd-stress-tests","Stress tests para Venda Direta","https://github.com/grupoboticario/vd-stress-tests",false,false,"not found",,
"terraform-aws-acao-de-fluxo-resources",,"https://github.com/grupoboticario/terraform-aws-acao-de-fluxo-resources",true,false,"not found",,
"slack-scripts","Scripts para facilitar o dia a dia do Slack","https://github.com/grupoboticario/slack-scripts",true,false,"not found",,
"portalweb_mooz","Portal Institucional da Mooz","https://github.com/grupoboticario/portalweb_mooz",true,false,"not found",,
"plat-eng-alquimia-github-vor","[Github] repositório com scripts para manutenção do github. Tem o mesmo nome do aplicativo instalado nas orgs da conta enterprise, e com ele conseguimos operar o github através deste repo é de outros associados.","https://github.com/grupoboticario/plat-eng-alquimia-github-vor",false,false,"not found",,
"vd-cycle-api","API de Ciclos para plataforma de produtos de venda direta.","https://github.com/grupoboticario/vd-cycle-api",true,false,"gboticario",,
"appcolaborador-front","Frontend do App do Colaborador do Grupo Boticário","https://github.com/grupoboticario/appcolaborador-front",true,false,"not found",,
"appcolaborador-backend","Backend do App do Colaborador do Grupo Boticário","https://github.com/grupoboticario/appcolaborador-backend",true,false,"not found",,
"terraform-aws-appcolaborador-resources","Recursos AWS para o App do Colaborador do Grupo Boticário","https://github.com/grupoboticario/terraform-aws-appcolaborador-resources",false,false,"not found",,
"vd-jaime-api","API de separação de pedidos para VD","https://github.com/grupoboticario/vd-jaime-api",true,false,"gboticario","59af941b-cdaa-4ded-a08a-3bf5e69512e6","GHE_MinhaLoja_JaimeAPI"
"ecomm-k8s",,"https://github.com/grupoboticario/ecomm-k8s",false,false,"not found",,
"ecomm-deploy-automation",,"https://github.com/grupoboticario/ecomm-deploy-automation",true,false,"not found",,
"ecomm-jenkins-job-generator",,"https://github.com/grupoboticario/ecomm-jenkins-job-generator",false,false,"not found",,
"vd-config-repo",,"https://github.com/grupoboticario/vd-config-repo",true,false,"not found",,
"vd-search-indexer-api","API para indexação de documentos no ElasticSearch de produtos de venda direta","https://github.com/grupoboticario/vd-search-indexer-api",false,false,"not found",,
"vd-uaa-api","Implementação do Oauth2 para a plataforma de produtos de venda direta","https://github.com/grupoboticario/vd-uaa-api",false,false,"not found",,
"vd-product-api","API de produto importado da plataforma Ecomm.","https://github.com/grupoboticario/vd-product-api",true,false,"not found",,
"vd-department-api",,"https://github.com/grupoboticario/vd-department-api",false,false,"not found",,
"vd-brand-api",,"https://github.com/grupoboticario/vd-brand-api",true,false,"not found",,
"vd-organization-api",,"https://github.com/grupoboticario/vd-organization-api",true,false,"not found",,
"mooz-hashcode","Calcula um código atribuído de acordo com o cpf do revendedor, que discriminará se ele será grupo teste ou controle","https://github.com/grupoboticario/mooz-hashcode",false,false,"not found",,
"ecomm-infra-provisioning","Provisionamento de infraestrutura de aplicações e dependências que vieram Ecomm","https://github.com/grupoboticario/ecomm-infra-provisioning",false,false,"not found",,
"vd-config-server",,"https://github.com/grupoboticario/vd-config-server",true,false,"not found",,
"vd-api-gateway-api","API Gateway da Plataforma de Produtos Venda Direta. ","https://github.com/grupoboticario/vd-api-gateway-api",true,false,"not found",,
"vd-aggregator-api","API que aggrega resultados das APIs de produto: product, departments, brand e cycle","https://github.com/grupoboticario/vd-aggregator-api",false,false,"not found",,
"terraform-aws-ecs-whatsapp",,"https://github.com/grupoboticario/terraform-aws-ecs-whatsapp",false,false,"not found",,
"whatsapp-business-k8s",,"https://github.com/grupoboticario/whatsapp-business-k8s",true,false,"not found",,
"acao_de_fluxo_frontend_backoffice",,"https://github.com/grupoboticario/acao_de_fluxo_frontend_backoffice",true,false,"not found",,
"acao_de_fluxo_frontend_consumidor",,"https://github.com/grupoboticario/acao_de_fluxo_frontend_consumidor",true,false,"not found",,
"gbweb_serverless","Repositório para as lambdas functions relacionadas ao fluxo de Integração da Nova Extranet com o CPLV","https://github.com/grupoboticario/gbweb_serverless",false,false,"not found",,
"omnichat_frontend",,"https://github.com/grupoboticario/omnichat_frontend",true,false,"not found",,
"ecomm-infra-credentials",,"https://github.com/grupoboticario/ecomm-infra-credentials",true,false,"not found",,
